holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,month,year,hour,day_of_week,day_of_month,month_name,is_weekend,day_type,month_year
No Holiday,272.69,0.0,0.0,90,clouds,overcast clouds,2016-03-18 07:00:00,6111,3,2016,7,4,18,March,False,Weekday,2016-03
No Holiday,272.51,0.0,0.0,90,snow,light snow,2016-03-18 08:00:00,5414,3,2016,8,4,18,March,False,Weekday,2016-03
No Holiday,273.61,0.0,0.0,90,mist,mist,2016-03-18 10:00:00,4796,3,2016,10,4,18,March,False,Weekday,2016-03
No Holiday,273.58,0.0,0.0,90,mist,mist,2016-03-18 11:00:00,5219,3,2016,11,4,18,March,False,Weekday,2016-03
No Holiday,274.15,0.0,0.0,36,snow,light snow,2016-03-18 12:00:00,5695,3,2016,12,4,18,March,False,Weekday,2016-03
No Holiday,274.49,0.0,0.0,90,snow,light snow,2016-03-18 13:00:00,5490,3,2016,13,4,18,March,False,Weekday,2016-03
No Holiday,274.69,0.0,0.0,90,snow,light snow,2016-03-18 15:00:00,6218,3,2016,15,4,18,March,False,Weekday,2016-03
No Holiday,274.75,0.0,0.0,90,rain,light rain,2016-03-18 17:00:00,5954,3,2016,17,4,18,March,False,Weekday,2016-03
No Holiday,274.75,0.0,0.0,90,snow,light snow,2016-03-18 17:00:00,5954,3,2016,17,4,18,March,False,Weekday,2016-03
No Holiday,274.37,0.0,0.0,90,snow,light snow,2016-03-18 18:00:00,4836,3,2016,18,4,18,March,False,Weekday,2016-03
No Holiday,274.37,0.0,0.0,90,rain,moderate rain,2016-03-18 18:00:00,4836,3,2016,18,4,18,March,False,Weekday,2016-03
No Holiday,273.58,0.0,0.0,90,snow,light snow,2016-03-18 21:00:00,2913,3,2016,21,4,18,March,False,Weekday,2016-03
No Holiday,273.58,0.0,0.0,90,mist,mist,2016-03-18 21:00:00,2913,3,2016,21,4,18,March,False,Weekday,2016-03
No Holiday,272.8,0.0,0.0,90,snow,light snow,2016-03-18 22:00:00,3203,3,2016,22,4,18,March,False,Weekday,2016-03
No Holiday,272.44,0.0,0.0,90,snow,light snow,2016-03-18 23:00:00,1774,3,2016,23,4,18,March,False,Weekday,2016-03
No Holiday,272.44,0.0,0.0,90,mist,mist,2016-03-18 23:00:00,1774,3,2016,23,4,18,March,False,Weekday,2016-03
No Holiday,271.51,0.0,0.0,90,snow,light snow,2016-03-19 00:00:00,1155,3,2016,0,5,19,March,True,Weekend,2016-03
No Holiday,271.51,0.0,0.0,90,mist,mist,2016-03-19 00:00:00,1155,3,2016,0,5,19,March,True,Weekend,2016-03
No Holiday,271.22,0.0,0.0,90,snow,light snow,2016-03-19 01:00:00,669,3,2016,1,5,19,March,True,Weekend,2016-03
No Holiday,271.22,0.0,0.0,90,mist,mist,2016-03-19 01:00:00,669,3,2016,1,5,19,March,True,Weekend,2016-03
No Holiday,271.15,0.0,0.0,90,snow,light snow,2016-03-19 02:00:00,586,3,2016,2,5,19,March,True,Weekend,2016-03
No Holiday,270.68,0.0,0.0,90,snow,light snow,2016-03-19 03:00:00,385,3,2016,3,5,19,March,True,Weekend,2016-03
No Holiday,270.55,0.0,0.0,90,snow,light snow,2016-03-19 04:00:00,360,3,2016,4,5,19,March,True,Weekend,2016-03
No Holiday,270.55,0.0,0.0,90,mist,mist,2016-03-19 04:00:00,360,3,2016,4,5,19,March,True,Weekend,2016-03
No Holiday,270.37,0.0,0.0,90,mist,mist,2016-03-19 05:00:00,689,3,2016,5,5,19,March,True,Weekend,2016-03
No Holiday,270.37,0.0,0.0,90,snow,light snow,2016-03-19 05:00:00,689,3,2016,5,5,19,March,True,Weekend,2016-03
No Holiday,270.62,0.0,0.0,90,snow,light snow,2016-03-19 07:00:00,1941,3,2016,7,5,19,March,True,Weekend,2016-03
No Holiday,270.62,0.0,0.0,90,mist,mist,2016-03-19 07:00:00,1941,3,2016,7,5,19,March,True,Weekend,2016-03
No Holiday,270.79,0.0,0.0,90,snow,light snow,2016-03-19 08:00:00,3125,3,2016,8,5,19,March,True,Weekend,2016-03
No Holiday,271.35,0.0,0.0,90,snow,light snow,2016-03-19 09:00:00,3637,3,2016,9,5,19,March,True,Weekend,2016-03
No Holiday,271.95,0.0,0.0,90,snow,light snow,2016-03-19 10:00:00,4302,3,2016,10,5,19,March,True,Weekend,2016-03
No Holiday,272.55,0.0,0.0,90,snow,light snow,2016-03-19 11:00:00,4717,3,2016,11,5,19,March,True,Weekend,2016-03
No Holiday,273.95,0.0,0.0,90,snow,light snow,2016-03-19 12:00:00,5108,3,2016,12,5,19,March,True,Weekend,2016-03
No Holiday,274.82,0.0,0.0,90,clouds,overcast clouds,2016-03-19 13:00:00,4806,3,2016,13,5,19,March,True,Weekend,2016-03
No Holiday,276.02,0.0,0.0,90,clouds,overcast clouds,2016-03-19 14:00:00,4793,3,2016,14,5,19,March,True,Weekend,2016-03
No Holiday,276.82,0.0,0.0,90,clouds,overcast clouds,2016-03-19 16:00:00,6371,3,2016,16,5,19,March,True,Weekend,2016-03
No Holiday,277.44,0.0,0.0,75,clouds,broken clouds,2016-03-19 18:00:00,4256,3,2016,18,5,19,March,True,Weekend,2016-03
No Holiday,276.22,0.0,0.0,90,clouds,overcast clouds,2016-03-19 19:00:00,3626,3,2016,19,5,19,March,True,Weekend,2016-03
No Holiday,273.51,0.0,0.0,1,clear,sky is clear,2016-03-19 23:00:00,2021,3,2016,23,5,19,March,True,Weekend,2016-03
No Holiday,271.41,0.0,0.0,90,clouds,overcast clouds,2016-03-20 02:00:00,975,3,2016,2,6,20,March,True,Weekend,2016-03
No Holiday,269.79,0.0,0.0,1,clear,sky is clear,2016-03-20 05:00:00,606,3,2016,5,6,20,March,True,Weekend,2016-03
No Holiday,270.22,0.0,0.0,1,clear,sky is clear,2016-03-20 06:00:00,943,3,2016,6,6,20,March,True,Weekend,2016-03
No Holiday,269.94,0.0,0.0,1,clear,sky is clear,2016-03-20 08:00:00,2093,3,2016,8,6,20,March,True,Weekend,2016-03
No Holiday,273.01,0.0,0.0,1,clear,sky is clear,2016-03-20 09:00:00,2858,3,2016,9,6,20,March,True,Weekend,2016-03
No Holiday,274.58,0.0,0.0,1,clear,sky is clear,2016-03-20 10:00:00,3608,3,2016,10,6,20,March,True,Weekend,2016-03
No Holiday,275.95,0.0,0.0,90,clouds,overcast clouds,2016-03-20 11:00:00,3917,3,2016,11,6,20,March,True,Weekend,2016-03
No Holiday,277.07,0.0,0.0,75,clouds,broken clouds,2016-03-20 13:00:00,4757,3,2016,13,6,20,March,True,Weekend,2016-03
No Holiday,277.95,0.0,0.0,75,clouds,broken clouds,2016-03-20 14:00:00,4760,3,2016,14,6,20,March,True,Weekend,2016-03
No Holiday,278.68,0.0,0.0,40,clouds,scattered clouds,2016-03-20 17:00:00,4356,3,2016,17,6,20,March,True,Weekend,2016-03
No Holiday,278.15,0.0,0.0,1,clear,sky is clear,2016-03-20 19:00:00,3470,3,2016,19,6,20,March,True,Weekend,2016-03
No Holiday,275.58,0.0,0.0,1,clear,sky is clear,2016-03-20 20:00:00,2721,3,2016,20,6,20,March,True,Weekend,2016-03
No Holiday,274.41,0.0,0.0,1,clear,sky is clear,2016-03-20 21:00:00,2040,3,2016,21,6,20,March,True,Weekend,2016-03
No Holiday,273.79,0.0,0.0,1,clear,sky is clear,2016-03-20 23:00:00,992,3,2016,23,6,20,March,True,Weekend,2016-03
No Holiday,272.62,0.0,0.0,1,clear,sky is clear,2016-03-21 00:00:00,591,3,2016,0,0,21,March,False,Weekday,2016-03
No Holiday,271.95,0.0,0.0,1,clear,sky is clear,2016-03-21 01:00:00,353,3,2016,1,0,21,March,False,Weekday,2016-03
No Holiday,271.35,0.0,0.0,1,clear,sky is clear,2016-03-21 02:00:00,304,3,2016,2,0,21,March,False,Weekday,2016-03
No Holiday,270.95,0.0,0.0,1,clear,sky is clear,2016-03-21 03:00:00,318,3,2016,3,0,21,March,False,Weekday,2016-03
No Holiday,270.68,0.0,0.0,1,clear,sky is clear,2016-03-21 04:00:00,858,3,2016,4,0,21,March,False,Weekday,2016-03
No Holiday,269.62,0.0,0.0,1,clear,sky is clear,2016-03-21 06:00:00,5468,3,2016,6,0,21,March,False,Weekday,2016-03
No Holiday,269.22,0.0,0.0,1,clear,sky is clear,2016-03-21 07:00:00,6536,3,2016,7,0,21,March,False,Weekday,2016-03
No Holiday,271.15,0.0,0.0,1,clear,sky is clear,2016-03-21 08:00:00,5884,3,2016,8,0,21,March,False,Weekday,2016-03
No Holiday,275.69,0.0,0.0,1,clear,sky is clear,2016-03-21 10:00:00,4258,3,2016,10,0,21,March,False,Weekday,2016-03
No Holiday,276.94,0.0,0.0,1,clear,sky is clear,2016-03-21 11:00:00,4535,3,2016,11,0,21,March,False,Weekday,2016-03
No Holiday,278.84,0.0,0.0,90,clouds,overcast clouds,2016-03-21 13:00:00,4843,3,2016,13,0,21,March,False,Weekday,2016-03
No Holiday,281.51,0.0,0.0,90,clouds,overcast clouds,2016-03-21 14:00:00,5260,3,2016,14,0,21,March,False,Weekday,2016-03
No Holiday,282.43,0.0,0.0,1,clear,sky is clear,2016-03-21 15:00:00,5832,3,2016,15,0,21,March,False,Weekday,2016-03
No Holiday,283.51,0.0,0.0,1,clear,sky is clear,2016-03-21 17:00:00,6321,3,2016,17,0,21,March,False,Weekday,2016-03
No Holiday,283.44,0.0,0.0,1,clear,sky is clear,2016-03-21 19:00:00,3282,3,2016,19,0,21,March,False,Weekday,2016-03
No Holiday,281.46,0.0,0.0,75,clouds,broken clouds,2016-03-21 21:00:00,2178,3,2016,21,0,21,March,False,Weekday,2016-03
No Holiday,279.55,0.0,0.0,1,clear,sky is clear,2016-03-21 22:00:00,1520,3,2016,22,0,21,March,False,Weekday,2016-03
No Holiday,279.15,0.0,0.0,1,clear,sky is clear,2016-03-21 23:00:00,951,3,2016,23,0,21,March,False,Weekday,2016-03
No Holiday,278.58,0.0,0.0,1,clear,sky is clear,2016-03-22 00:00:00,536,3,2016,0,1,22,March,False,Weekday,2016-03
No Holiday,278.22,0.0,0.0,1,clear,sky is clear,2016-03-22 01:00:00,383,3,2016,1,1,22,March,False,Weekday,2016-03
No Holiday,278.29,0.0,0.0,1,clear,sky is clear,2016-03-22 02:00:00,288,3,2016,2,1,22,March,False,Weekday,2016-03
No Holiday,277.48,0.0,0.0,40,clouds,scattered clouds,2016-03-22 04:00:00,884,3,2016,4,1,22,March,False,Weekday,2016-03
No Holiday,276.93,0.0,0.0,1,clear,sky is clear,2016-03-22 06:00:00,5649,3,2016,6,1,22,March,False,Weekday,2016-03
No Holiday,276.15,0.0,0.0,1,clear,sky is clear,2016-03-22 08:00:00,6137,3,2016,8,1,22,March,False,Weekday,2016-03
No Holiday,278.08,0.0,0.0,40,clouds,scattered clouds,2016-03-22 09:00:00,5252,3,2016,9,1,22,March,False,Weekday,2016-03
No Holiday,278.16,0.0,0.0,40,clouds,scattered clouds,2016-03-22 10:00:00,4609,3,2016,10,1,22,March,False,Weekday,2016-03
No Holiday,281.15,0.0,0.0,1,clear,sky is clear,2016-03-22 11:00:00,4952,3,2016,11,1,22,March,False,Weekday,2016-03
No Holiday,282.94,0.0,0.0,1,clear,sky is clear,2016-03-22 12:00:00,5061,3,2016,12,1,22,March,False,Weekday,2016-03
No Holiday,283.94,0.0,0.0,1,clear,sky is clear,2016-03-22 13:00:00,5165,3,2016,13,1,22,March,False,Weekday,2016-03
No Holiday,284.3,0.0,0.0,90,clouds,overcast clouds,2016-03-22 15:00:00,5882,3,2016,15,1,22,March,False,Weekday,2016-03
No Holiday,284.3,0.0,0.0,1,clear,sky is clear,2016-03-22 17:00:00,6328,3,2016,17,1,22,March,False,Weekday,2016-03
No Holiday,280.94,0.0,0.0,1,clear,sky is clear,2016-03-22 19:00:00,3456,3,2016,19,1,22,March,False,Weekday,2016-03
No Holiday,276.63,0.0,0.0,40,clouds,scattered clouds,2016-03-22 20:00:00,2993,3,2016,20,1,22,March,False,Weekday,2016-03
No Holiday,274.94,0.0,0.0,1,clear,sky is clear,2016-03-22 23:00:00,1279,3,2016,23,1,22,March,False,Weekday,2016-03
No Holiday,274.01,0.0,0.0,1,clear,sky is clear,2016-03-23 00:00:00,723,3,2016,0,2,23,March,False,Weekday,2016-03
No Holiday,273.88,0.0,0.0,90,clouds,overcast clouds,2016-03-23 01:00:00,431,3,2016,1,2,23,March,False,Weekday,2016-03
No Holiday,274.02,0.0,0.0,90,clouds,overcast clouds,2016-03-23 02:00:00,349,3,2016,2,2,23,March,False,Weekday,2016-03
No Holiday,274.3,0.0,0.0,90,clouds,overcast clouds,2016-03-23 04:00:00,990,3,2016,4,2,23,March,False,Weekday,2016-03
No Holiday,273.95,0.0,0.0,75,clouds,broken clouds,2016-03-23 05:00:00,2844,3,2016,5,2,23,March,False,Weekday,2016-03
No Holiday,273.65,0.0,0.0,90,clouds,overcast clouds,2016-03-23 06:00:00,5544,3,2016,6,2,23,March,False,Weekday,2016-03
No Holiday,273.73,0.0,0.0,90,clouds,overcast clouds,2016-03-23 07:00:00,6945,3,2016,7,2,23,March,False,Weekday,2016-03
No Holiday,273.94,0.0,0.0,90,clouds,overcast clouds,2016-03-23 09:00:00,5117,3,2016,9,2,23,March,False,Weekday,2016-03
No Holiday,274.62,0.0,0.0,90,snow,light snow,2016-03-23 10:00:00,4504,3,2016,10,2,23,March,False,Weekday,2016-03
No Holiday,274.46,0.0,0.0,90,snow,snow,2016-03-23 11:00:00,4725,3,2016,11,2,23,March,False,Weekday,2016-03
No Holiday,274.5,0.0,0.0,90,snow,light snow,2016-03-23 12:00:00,4819,3,2016,12,2,23,March,False,Weekday,2016-03
No Holiday,274.5,0.0,0.0,90,mist,mist,2016-03-23 12:00:00,4819,3,2016,12,2,23,March,False,Weekday,2016-03
No Holiday,274.48,0.0,0.0,90,snow,light snow,2016-03-23 14:00:00,5154,3,2016,14,2,23,March,False,Weekday,2016-03
No Holiday,274.48,0.0,0.0,90,mist,mist,2016-03-23 14:00:00,5154,3,2016,14,2,23,March,False,Weekday,2016-03
No Holiday,273.94,0.0,0.0,90,snow,heavy snow,2016-03-23 16:00:00,5633,3,2016,16,2,23,March,False,Weekday,2016-03
No Holiday,273.94,0.0,0.0,90,mist,mist,2016-03-23 16:00:00,5633,3,2016,16,2,23,March,False,Weekday,2016-03
No Holiday,273.94,0.0,0.0,90,fog,fog,2016-03-23 16:00:00,5633,3,2016,16,2,23,March,False,Weekday,2016-03
No Holiday,273.47,0.0,0.0,90,snow,snow,2016-03-23 18:00:00,3870,3,2016,18,2,23,March,False,Weekday,2016-03
No Holiday,273.47,0.0,0.0,90,fog,fog,2016-03-23 18:00:00,3870,3,2016,18,2,23,March,False,Weekday,2016-03
No Holiday,273.21,0.0,0.0,90,snow,snow,2016-03-23 19:00:00,2713,3,2016,19,2,23,March,False,Weekday,2016-03
No Holiday,273.21,0.0,0.0,90,mist,mist,2016-03-23 19:00:00,2713,3,2016,19,2,23,March,False,Weekday,2016-03
No Holiday,273.01,0.0,0.0,75,snow,light snow,2016-03-23 22:00:00,1555,3,2016,22,2,23,March,False,Weekday,2016-03
No Holiday,273.0,0.0,0.0,1,clear,sky is clear,2016-03-23 23:00:00,915,3,2016,23,2,23,March,False,Weekday,2016-03
No Holiday,272.86,0.0,0.0,1,snow,light snow,2016-03-24 00:00:00,545,3,2016,0,3,24,March,False,Weekday,2016-03
No Holiday,272.55,0.0,0.0,1,clear,sky is clear,2016-03-24 01:00:00,342,3,2016,1,3,24,March,False,Weekday,2016-03
No Holiday,272.35,0.0,0.0,40,clouds,scattered clouds,2016-03-24 02:00:00,262,3,2016,2,3,24,March,False,Weekday,2016-03
No Holiday,272.08,0.0,0.0,1,snow,light snow,2016-03-24 03:00:00,351,3,2016,3,3,24,March,False,Weekday,2016-03
No Holiday,272.01,0.0,0.0,1,snow,light snow,2016-03-24 05:00:00,2616,3,2016,5,3,24,March,False,Weekday,2016-03
No Holiday,271.42,0.0,0.0,1,clear,sky is clear,2016-03-24 07:00:00,6381,3,2016,7,3,24,March,False,Weekday,2016-03
No Holiday,271.51,0.0,0.0,1,clear,sky is clear,2016-03-24 09:00:00,5018,3,2016,9,3,24,March,False,Weekday,2016-03
No Holiday,273.48,0.0,0.0,40,clouds,scattered clouds,2016-03-24 10:00:00,4428,3,2016,10,3,24,March,False,Weekday,2016-03
No Holiday,274.72,0.0,0.0,1,clear,sky is clear,2016-03-24 11:00:00,4670,3,2016,11,3,24,March,False,Weekday,2016-03
No Holiday,276.47,0.0,0.0,1,clear,sky is clear,2016-03-24 13:00:00,5201,3,2016,13,3,24,March,False,Weekday,2016-03
No Holiday,279.76,0.0,0.0,5,clear,sky is clear,2016-03-24 15:00:00,5943,3,2016,15,3,24,March,False,Weekday,2016-03
No Holiday,280.61,0.0,0.0,1,clear,sky is clear,2016-03-24 17:00:00,6382,3,2016,17,3,24,March,False,Weekday,2016-03
No Holiday,279.95,0.0,0.0,5,clear,sky is clear,2016-03-24 18:00:00,4728,3,2016,18,3,24,March,False,Weekday,2016-03
No Holiday,276.09,0.0,0.0,5,clear,sky is clear,2016-03-24 21:00:00,3772,3,2016,21,3,24,March,False,Weekday,2016-03
No Holiday,273.09,0.0,0.0,1,clear,sky is clear,2016-03-24 22:00:00,3710,3,2016,22,3,24,March,False,Weekday,2016-03
No Holiday,272.22,0.0,0.0,1,clear,sky is clear,2016-03-24 23:00:00,1436,3,2016,23,3,24,March,False,Weekday,2016-03
No Holiday,271.23,0.0,0.0,1,clear,sky is clear,2016-03-25 00:00:00,820,3,2016,0,4,25,March,False,Weekday,2016-03
No Holiday,271.58,0.0,0.0,1,clear,sky is clear,2016-03-25 01:00:00,494,3,2016,1,4,25,March,False,Weekday,2016-03
No Holiday,271.29,0.0,0.0,1,clear,sky is clear,2016-03-25 02:00:00,391,3,2016,2,4,25,March,False,Weekday,2016-03
No Holiday,271.08,0.0,0.0,1,clear,sky is clear,2016-03-25 03:00:00,357,3,2016,3,4,25,March,False,Weekday,2016-03
No Holiday,270.84,0.0,0.0,1,clear,sky is clear,2016-03-25 05:00:00,2106,3,2016,5,4,25,March,False,Weekday,2016-03
No Holiday,270.58,0.0,0.0,1,clear,sky is clear,2016-03-25 06:00:00,4695,3,2016,6,4,25,March,False,Weekday,2016-03
No Holiday,270.81,0.0,0.0,1,haze,haze,2016-03-25 07:00:00,5509,3,2016,7,4,25,March,False,Weekday,2016-03
No Holiday,271.69,0.0,0.0,1,clear,sky is clear,2016-03-25 08:00:00,5170,3,2016,8,4,25,March,False,Weekday,2016-03
No Holiday,274.14,0.0,0.0,1,clear,sky is clear,2016-03-25 09:00:00,4671,3,2016,9,4,25,March,False,Weekday,2016-03
No Holiday,276.41,0.0,0.0,1,clear,sky is clear,2016-03-25 10:00:00,4845,3,2016,10,4,25,March,False,Weekday,2016-03
No Holiday,278.22,0.0,0.0,1,clear,sky is clear,2016-03-25 12:00:00,5698,3,2016,12,4,25,March,False,Weekday,2016-03
No Holiday,280.48,0.0,0.0,1,clear,sky is clear,2016-03-25 13:00:00,5553,3,2016,13,4,25,March,False,Weekday,2016-03
No Holiday,281.21,0.0,0.0,90,clouds,overcast clouds,2016-03-25 14:00:00,5800,3,2016,14,4,25,March,False,Weekday,2016-03
No Holiday,281.55,0.0,0.0,75,clouds,broken clouds,2016-03-25 17:00:00,5518,3,2016,17,4,25,March,False,Weekday,2016-03
No Holiday,280.48,0.0,0.0,90,rain,moderate rain,2016-03-25 19:00:00,3681,3,2016,19,4,25,March,False,Weekday,2016-03
No Holiday,278.94,0.0,0.0,90,rain,light rain,2016-03-25 21:00:00,2913,3,2016,21,4,25,March,False,Weekday,2016-03
No Holiday,278.94,0.0,0.0,90,drizzle,light intensity drizzle,2016-03-25 21:00:00,2913,3,2016,21,4,25,March,False,Weekday,2016-03
No Holiday,278.58,0.0,0.0,90,drizzle,drizzle,2016-03-25 23:00:00,1702,3,2016,23,4,25,March,False,Weekday,2016-03
No Holiday,278.58,0.0,0.0,90,drizzle,drizzle,2016-03-26 00:00:00,1328,3,2016,0,5,26,March,True,Weekend,2016-03
No Holiday,278.58,0.0,0.0,90,rain,light rain,2016-03-26 00:00:00,1328,3,2016,0,5,26,March,True,Weekend,2016-03
No Holiday,278.58,0.0,0.0,90,drizzle,light intensity drizzle,2016-03-26 02:00:00,727,3,2016,2,5,26,March,True,Weekend,2016-03
No Holiday,278.58,0.0,0.0,90,rain,moderate rain,2016-03-26 02:00:00,727,3,2016,2,5,26,March,True,Weekend,2016-03
No Holiday,278.15,0.0,0.0,90,mist,mist,2016-03-26 04:00:00,484,3,2016,4,5,26,March,True,Weekend,2016-03
No Holiday,278.15,0.0,0.0,90,drizzle,light intensity drizzle,2016-03-26 04:00:00,484,3,2016,4,5,26,March,True,Weekend,2016-03
No Holiday,277.86,0.0,0.0,75,drizzle,drizzle,2016-03-26 05:00:00,670,3,2016,5,5,26,March,True,Weekend,2016-03
No Holiday,277.86,0.0,0.0,75,rain,light rain,2016-03-26 05:00:00,670,3,2016,5,5,26,March,True,Weekend,2016-03
No Holiday,277.87,0.0,0.0,90,rain,moderate rain,2016-03-26 08:00:00,2608,3,2016,8,5,26,March,True,Weekend,2016-03
No Holiday,277.87,0.0,0.0,90,drizzle,drizzle,2016-03-26 08:00:00,2608,3,2016,8,5,26,March,True,Weekend,2016-03
No Holiday,278.51,0.0,0.0,90,rain,light rain,2016-03-26 10:00:00,3961,3,2016,10,5,26,March,True,Weekend,2016-03
No Holiday,278.51,0.0,0.0,90,mist,mist,2016-03-26 10:00:00,3961,3,2016,10,5,26,March,True,Weekend,2016-03
No Holiday,280.3,0.0,0.0,90,mist,mist,2016-03-26 11:00:00,4205,3,2016,11,5,26,March,True,Weekend,2016-03
No Holiday,280.87,0.0,0.0,90,drizzle,light intensity drizzle,2016-03-26 13:00:00,4683,3,2016,13,5,26,March,True,Weekend,2016-03
No Holiday,281.38,0.0,0.0,90,rain,light rain,2016-03-26 15:00:00,4319,3,2016,15,5,26,March,True,Weekend,2016-03
No Holiday,280.81,0.0,0.0,90,rain,light rain,2016-03-26 17:00:00,4418,3,2016,17,5,26,March,True,Weekend,2016-03
No Holiday,280.81,0.0,0.0,90,drizzle,drizzle,2016-03-26 17:00:00,4418,3,2016,17,5,26,March,True,Weekend,2016-03
No Holiday,279.23,0.0,0.0,90,rain,light rain,2016-03-26 19:00:00,3348,3,2016,19,5,26,March,True,Weekend,2016-03
No Holiday,279.23,0.0,0.0,90,mist,mist,2016-03-26 19:00:00,3348,3,2016,19,5,26,March,True,Weekend,2016-03
No Holiday,279.23,0.0,0.0,90,drizzle,drizzle,2016-03-26 19:00:00,3348,3,2016,19,5,26,March,True,Weekend,2016-03
No Holiday,278.6,0.0,0.0,90,rain,light rain,2016-03-26 21:00:00,2710,3,2016,21,5,26,March,True,Weekend,2016-03
No Holiday,278.6,0.0,0.0,90,mist,mist,2016-03-26 21:00:00,2710,3,2016,21,5,26,March,True,Weekend,2016-03
No Holiday,278.6,0.0,0.0,90,drizzle,drizzle,2016-03-26 21:00:00,2710,3,2016,21,5,26,March,True,Weekend,2016-03
No Holiday,277.87,0.0,0.0,90,rain,moderate rain,2016-03-26 23:00:00,1797,3,2016,23,5,26,March,True,Weekend,2016-03
No Holiday,277.87,0.0,0.0,90,mist,mist,2016-03-26 23:00:00,1797,3,2016,23,5,26,March,True,Weekend,2016-03
No Holiday,277.87,0.0,0.0,90,drizzle,drizzle,2016-03-26 23:00:00,1797,3,2016,23,5,26,March,True,Weekend,2016-03
No Holiday,277.58,0.0,0.0,90,rain,moderate rain,2016-03-27 00:00:00,1064,3,2016,0,6,27,March,True,Weekend,2016-03
No Holiday,277.58,0.0,0.0,90,drizzle,drizzle,2016-03-27 00:00:00,1064,3,2016,0,6,27,March,True,Weekend,2016-03
No Holiday,277.58,0.0,0.0,90,mist,mist,2016-03-27 00:00:00,1064,3,2016,0,6,27,March,True,Weekend,2016-03
No Holiday,277.44,0.0,0.0,90,rain,light rain,2016-03-27 01:00:00,632,3,2016,1,6,27,March,True,Weekend,2016-03
No Holiday,277.44,0.0,0.0,90,mist,mist,2016-03-27 01:00:00,632,3,2016,1,6,27,March,True,Weekend,2016-03
No Holiday,277.44,0.0,0.0,90,drizzle,drizzle,2016-03-27 01:00:00,632,3,2016,1,6,27,March,True,Weekend,2016-03
No Holiday,277.16,0.0,0.0,90,mist,mist,2016-03-27 03:00:00,344,3,2016,3,6,27,March,True,Weekend,2016-03
No Holiday,277.16,0.0,0.0,90,rain,moderate rain,2016-03-27 03:00:00,344,3,2016,3,6,27,March,True,Weekend,2016-03
No Holiday,277.16,0.0,0.0,90,drizzle,drizzle,2016-03-27 03:00:00,344,3,2016,3,6,27,March,True,Weekend,2016-03
No Holiday,276.8,0.0,0.0,90,rain,moderate rain,2016-03-27 04:00:00,240,3,2016,4,6,27,March,True,Weekend,2016-03
No Holiday,276.8,0.0,0.0,90,mist,mist,2016-03-27 04:00:00,240,3,2016,4,6,27,March,True,Weekend,2016-03
No Holiday,276.8,0.0,0.0,90,drizzle,drizzle,2016-03-27 04:00:00,240,3,2016,4,6,27,March,True,Weekend,2016-03
No Holiday,276.51,0.0,0.0,90,rain,light rain,2016-03-27 05:00:00,372,3,2016,5,6,27,March,True,Weekend,2016-03
No Holiday,276.51,0.0,0.0,90,mist,mist,2016-03-27 05:00:00,372,3,2016,5,6,27,March,True,Weekend,2016-03
No Holiday,275.65,0.0,0.0,90,rain,moderate rain,2016-03-27 06:00:00,737,3,2016,6,6,27,March,True,Weekend,2016-03
No Holiday,275.65,0.0,0.0,90,drizzle,drizzle,2016-03-27 06:00:00,737,3,2016,6,6,27,March,True,Weekend,2016-03
No Holiday,275.65,0.0,0.0,90,snow,light snow,2016-03-27 06:00:00,737,3,2016,6,6,27,March,True,Weekend,2016-03
No Holiday,275.22,0.0,0.0,90,rain,moderate rain,2016-03-27 08:00:00,1670,3,2016,8,6,27,March,True,Weekend,2016-03
No Holiday,275.22,0.0,0.0,90,snow,light snow,2016-03-27 08:00:00,1670,3,2016,8,6,27,March,True,Weekend,2016-03
No Holiday,275.22,0.0,0.0,90,drizzle,drizzle,2016-03-27 08:00:00,1670,3,2016,8,6,27,March,True,Weekend,2016-03
No Holiday,275.58,0.0,0.0,90,mist,mist,2016-03-27 09:00:00,2450,3,2016,9,6,27,March,True,Weekend,2016-03
No Holiday,275.87,0.0,0.0,90,clouds,overcast clouds,2016-03-27 10:00:00,3240,3,2016,10,6,27,March,True,Weekend,2016-03
No Holiday,276.58,0.0,0.0,90,clouds,overcast clouds,2016-03-27 12:00:00,3858,3,2016,12,6,27,March,True,Weekend,2016-03
No Holiday,277.3,0.0,0.0,90,clouds,overcast clouds,2016-03-27 13:00:00,4083,3,2016,13,6,27,March,True,Weekend,2016-03
No Holiday,278.0,0.0,0.0,90,clouds,overcast clouds,2016-03-27 15:00:00,3570,3,2016,15,6,27,March,True,Weekend,2016-03
No Holiday,278.65,0.0,0.0,90,clouds,overcast clouds,2016-03-27 17:00:00,3662,3,2016,17,6,27,March,True,Weekend,2016-03
No Holiday,278.54,0.0,0.0,1,clear,sky is clear,2016-03-27 19:00:00,2675,3,2016,19,6,27,March,True,Weekend,2016-03
No Holiday,276.37,0.0,0.0,1,clear,sky is clear,2016-03-27 20:00:00,2275,3,2016,20,6,27,March,True,Weekend,2016-03
No Holiday,273.49,0.0,0.0,1,clear,sky is clear,2016-03-27 22:00:00,1808,3,2016,22,6,27,March,True,Weekend,2016-03
No Holiday,272.28,0.0,0.0,1,mist,mist,2016-03-28 00:00:00,533,3,2016,0,0,28,March,False,Weekday,2016-03
